City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
191,Belushya Guba,IN,2020-02-23 09:52:54,13.17,80.27,86.0,62,40,9.17,scattered clouds,1.94,0.19
192,Kisangani,CD,2020-02-23 09:52:54,0.52,25.2,90.63,44,41,4.45,scattered clouds,1.94,0.19
193,Broken Hill,AU,2020-02-23 09:52:55,-31.95,141.43,84.2,37,75,19.46,broken clouds,1.94,0.19
194,Margate,GB,2020-02-23 09:52:55,51.38,1.39,55.99,82,75,32.21,light rain,1.94,0.19
195,Saint-Joseph,RE,2020-02-23 09:52:55,-21.37,55.62,86.0,62,46,9.17,scattered clouds,1.94,0.19
196,Evensk,RU,2020-02-23 09:52:55,61.95,159.23,-5.98,96,100,4.25,overcast clouds,1.94,0.19
197,Half Moon Bay,US,2020-02-23 09:52:55,37.46,-122.43,52.0,76,90,8.05,overcast clouds,1.94,0.19
198,Potiskum,NG,2020-02-23 09:52:56,11.71,11.07,82.8,14,0,19.19,clear sky,1.94,0.19
199,Corbeanca,RO,2020-02-23 09:52:56,44.6,26.05,48.0,65,100,16.11,overcast clouds,1.94,0.19
200,Chifeng,CN,2020-02-23 09:52:56,42.27,118.96,35.1,58,21,3.85,few clouds,1.94,0.19
201,Aktau,KZ,2020-02-23 09:52:51,43.65,51.2,50.0,71,100,6.71,overcast clouds,1.94,0.19
202,Minbu,MM,2020-02-23 09:52:56,20.18,94.88,94.46,20,68,7.38,broken clouds,1.94,0.19
203,Izacic,BA,2020-02-23 09:52:57,44.88,15.78,53.01,55,100,4.07,overcast clouds,1.94,0.19
204,Kalmunai,LK,2020-02-23 09:52:57,7.42,81.82,81.68,77,100,18.61,overcast clouds,1.94,0.19
205,Beitbridge,ZW,2020-02-23 09:52:57,-22.22,30.0,91.22,44,7,11.72,clear sky,1.94,0.13
206,Mount Isa,AU,2020-02-23 09:52:57,-20.73,139.5,77.0,88,75,16.11,heavy intensity shower rain,1.94,0.13
207,Naze,JP,2020-02-23 09:52:58,28.37,129.48,60.8,67,20,8.05,few clouds,1.94,0.13
208,Senanga,ZM,2020-02-23 09:52:58,-16.12,23.27,83.68,66,100,0.85,light rain,2.44,0.13
209,Villamontes,BO,2020-02-23 09:52:58,-21.25,-63.5,59.41,55,0,4.14,clear sky,2.44,0.13
210,College,US,2020-02-23 09:52:58,64.86,-147.8,-0.4,70,75,9.17,broken clouds,2.44,0.13
211,Torrington,US,2020-02-23 09:52:58,41.8,-73.12,32.0,54,1,3.62,clear sky,2.44,0.13
212,Chuy,UY,2020-02-23 09:52:59,-33.7,-53.46,57.22,91,0,3.13,clear sky,2.44,0.13
213,Marsa Matruh,EG,2020-02-23 09:52:59,31.35,27.25,55.96,73,68,14.38,light rain,1.75,0.13
214,Porto Velho,BR,2020-02-23 09:52:59,-8.76,-63.9,73.4,94,90,3.36,light rain,1.75,0.13
215,Bengkulu,ID,2020-02-23 09:52:59,-3.8,102.27,83.73,75,46,4.54,light rain,0.31,0.13
216,Sentyabrskiy,ID,2020-02-23 09:52:59,-3.8,102.27,83.73,75,46,4.54,light rain,0.31,0.13
217,Ballina,AU,2020-02-23 09:53:00,-28.87,153.57,69.8,94,100,11.41,light rain,2.5,0.13
218,Makakilo City,US,2020-02-23 09:52:57,21.35,-158.09,73.0,88,40,3.36,scattered clouds,2.5,0.13
219,Port Macquarie,AU,2020-02-23 09:53:00,-31.43,152.92,71.6,78,40,3.36,light intensity drizzle,2.5,0.13
220,Ginda,IN,2020-02-23 09:53:00,30.69,78.49,61.5,40,71,6.8,light rain,2.63,0.13
221,Saryg-Sep,RU,2020-02-23 09:53:00,51.5,95.6,22.87,91,100,3.29,overcast clouds,2.63,0.13
222,Maniitsoq,GL,2020-02-23 09:53:01,65.42,-52.9,11.35,58,100,10.33,overcast clouds,2.63,0.13
223,Irbeyskoye,RU,2020-02-23 09:53:01,55.64,95.45,23.29,87,100,3.71,overcast clouds,2.63,0.13
224,Ndjole,GA,2020-02-23 09:53:01,-0.18,10.76,84.25,70,100,3.49,overcast clouds,2.63,0.13
225,Asau,RO,2020-02-23 09:53:02,46.43,26.4,52.0,43,100,8.05,light rain,0.69,1.69
226,Nortelandia,BR,2020-02-23 09:53:02,-14.45,-56.8,66.81,99,100,1.41,light rain,1.38,1.69
227,Chokurdakh,RU,2020-02-23 09:53:02,70.63,147.92,-17.63,98,90,1.92,overcast clouds,1.38,1.69
228,Madhoganj,IN,2020-02-23 09:53:02,27.12,80.15,80.6,41,1,2.42,clear sky,1.38,1.69
229,Lapa,BR,2020-02-23 09:53:02,-25.77,-49.72,57.0,100,40,4.7,scattered clouds,1.38,1.69
230,Bandundu,CD,2020-02-23 09:53:03,-3.32,17.37,86.09,66,98,5.41,overcast clouds,1.38,1.69
231,Casablanca,MA,2020-02-23 09:53:03,33.59,-7.62,68.0,30,0,4.7,clear sky,1.38,1.69
232,Viedma,AR,2020-02-23 09:53:03,-40.81,-63.0,63.7,29,0,14.67,clear sky,1.38,1.69
233,Kavaratti,IN,2020-02-23 09:53:03,10.57,72.64,82.69,71,89,4.99,overcast clouds,1.38,1.69
234,Tessalit,ML,2020-02-23 09:53:04,20.2,1.01,79.81,11,6,17.69,clear sky,1.38,0.13
235,Dudinka,RU,2020-02-23 09:53:04,69.41,86.18,10.4,92,75,31.32,shower snow,1.38,0.13
236,Karaul,RU,2020-02-23 09:53:04,69.41,86.18,10.4,92,75,31.32,shower snow,1.38,0.13
237,Vila Franca Do Campo,PT,2020-02-23 09:53:04,37.72,-25.43,57.2,82,20,4.7,few clouds,1.38,0.13
238,Saint-Louis,SN,2020-02-23 09:53:04,16.33,-15.0,73.4,38,100,6.93,overcast clouds,1.38,0.13
239,Tongliao,CN,2020-02-23 09:53:05,43.61,122.27,39.6,40,95,8.93,overcast clouds,1.38,1.13
240,Cairns,AU,2020-02-23 09:48:49,-16.92,145.77,79.0,100,75,9.17,light intensity shower rain,1.38,1.13
241,Castro,BR,2020-02-23 09:53:05,-24.79,-50.01,52.74,96,100,5.88,overcast clouds,1.38,1.13
242,Vaitupu,BR,2020-02-23 09:53:05,-24.79,-50.01,52.74,96,100,5.88,overcast clouds,1.38,1.13
243,Nucsoara,RO,2020-02-23 09:53:06,45.33,24.78,33.96,92,87,5.46,overcast clouds,1.38,1.13
244,Ilulissat,GL,2020-02-23 09:53:06,69.22,-51.1,-0.4,49,9,5.82,clear sky,1.38,1.13
245,Portland,US,2020-02-23 09:51:15,45.52,-122.68,45.0,81,90,4.7,overcast clouds,1.38,1.13
246,Tonkino,RU,2020-02-23 09:53:06,57.37,46.46,29.61,84,100,19.28,overcast clouds,1.38,1.13
247,Lasa,IT,2020-02-23 09:53:06,46.62,10.7,48.99,93,75,3.36,light rain,1.38,1.13
248,Tautira,PF,2020-02-23 09:53:07,-17.73,-149.15,78.8,74,20,3.36,few clouds,1.38,1.13
249,Mehriz,IR,2020-02-23 09:53:07,31.59,54.43,66.2,16,0,11.41,clear sky,1.38,1.13
250,Haimen,CN,2020-02-23 09:53:07,23.19,116.61,73.4,43,15,8.95,few clouds,1.38,1.13
251,Port Arthur,CN,2020-02-23 09:53:07,38.8,121.27,45.0,52,0,13.42,clear sky,1.38,1.13
252,Riyadh,SA,2020-02-23 09:52:34,24.69,46.72,78.8,27,0,11.41,clear sky,1.38,1.13
253,Rawson,AR,2020-02-23 09:53:08,-43.3,-65.1,68.68,47,0,16.53,clear sky,1.38,1.13
254,Honiara,SB,2020-02-23 09:53:08,-9.43,159.95,82.4,88,20,1.9,few clouds,1.38,1.13
255,Chimore,BO,2020-02-23 09:53:08,-16.98,-65.13,66.16,97,98,0.67,overcast clouds,1.38,1.13
256,Manjeshwar,IN,2020-02-23 09:53:08,12.72,74.89,95.0,36,100,11.41,overcast clouds,1.38,1.13
257,New Norfolk,AU,2020-02-23 09:53:08,-42.78,147.06,62.6,59,75,13.87,broken clouds,1.38,1.13
258,Esperance,AU,2020-02-23 09:53:09,-33.87,121.9,69.8,77,90,20.8,overcast clouds,1.38,1.13
259,Alta Floresta,BR,2020-02-23 09:53:09,-9.88,-56.09,71.55,99,100,3.76,light rain,2.13,1.13
260,Bandarbeyla,SO,2020-02-23 09:53:09,9.49,50.81,78.21,72,71,16.62,broken clouds,2.13,1.13
261,Domoni,KM,2020-02-23 09:53:09,-12.26,44.53,85.6,73,100,12.37,moderate rain,5.06,1.13
262,Pinheiro Machado,BR,2020-02-23 09:53:09,-31.58,-53.38,55.99,4,0,10.0,clear sky,5.06,1.13
263,Damaturu,NG,2020-02-23 09:53:09,11.75,11.96,82.87,15,33,19.17,scattered clouds,5.06,1.13
264,Meyungs,NG,2020-02-23 09:53:09,11.75,11.96,82.87,15,33,19.17,scattered clouds,5.06,1.13
265,Pandan,PH,2020-02-23 09:53:10,14.05,124.17,79.36,80,2,24.99,light rain,1.38,1.13
266,Kavieng,PG,2020-02-23 09:53:10,-2.57,150.8,84.09,71,84,4.03,broken clouds,1.38,1.13
267,Dingle,PH,2020-02-23 09:53:10,11.0,122.67,78.76,78,33,14.85,light rain,0.44,1.13
268,Geelong,AU,2020-02-23 09:51:48,-38.15,144.36,73.4,93,75,6.93,broken clouds,0.44,1.13
269,Aklavik,CA,2020-02-23 09:53:11,68.22,-135.01,-2.2,77,90,6.93,light snow,0.44,1.13
270,Katsuura,JP,2020-02-23 09:53:12,35.13,140.3,52.0,37,20,16.11,few clouds,0.44,1.44
271,Lebowakgomo,ZA,2020-02-23 09:53:12,-24.2,29.5,77.0,72,90,16.11,overcast clouds,0.44,1.44
272,Coahuayana,MX,2020-02-23 09:53:12,18.73,-103.68,71.2,49,0,3.78,clear sky,0.44,1.44
273,Karaton,ID,2020-02-23 09:53:13,-6.34,106.1,87.8,70,40,9.17,light rain,0.38,1.44
274,Ulladulla,AU,2020-02-23 09:49:20,-35.35,150.47,71.01,77,100,9.17,overcast clouds,0.38,1.44
275,Manta,EC,2020-02-23 09:53:13,-0.95,-80.73,80.6,83,75,2.24,broken clouds,0.38,1.44
276,Kupino,RU,2020-02-23 09:53:13,54.37,77.3,24.67,91,94,2.24,overcast clouds,0.38,1.44
277,Komsomolskiy,UZ,2020-02-23 09:53:13,40.43,71.72,55.4,54,100,2.24,overcast clouds,0.38,1.44
278,Pisco,PE,2020-02-23 09:53:14,-13.7,-76.22,75.2,83,40,1.12,scattered clouds,0.38,1.44
279,Lata,PT,2020-02-23 09:53:14,40.16,-8.33,57.99,81,0,4.7,clear sky,0.38,1.44
280,Great Bend,US,2020-02-23 09:48:46,38.36,-98.76,42.8,86,1,5.82,clear sky,0.38,1.44
281,Along,IN,2020-02-23 09:53:14,28.17,94.77,74.14,43,54,4.03,broken clouds,0.38,1.44
282,Mitsamiouli,KM,2020-02-23 09:53:14,-11.38,43.28,86.0,79,40,2.24,scattered clouds,0.38,1.44
283,Tura,IN,2020-02-23 09:53:15,25.52,90.22,88.18,26,67,5.97,broken clouds,0.38,1.44
284,Balkhash,KZ,2020-02-23 09:53:15,46.84,74.98,26.6,73,0,20.13,clear sky,0.38,1.44
285,Newnan,US,2020-02-23 09:53:15,33.38,-84.8,37.4,86,1,1.54,clear sky,0.38,1.44
286,Marshall,US,2020-02-23 09:53:15,34.38,-86.33,39.0,59,40,5.82,scattered clouds,0.38,1.44
287,Jiroft,US,2020-02-23 09:53:15,34.38,-86.33,39.0,59,40,5.82,scattered clouds,0.38,1.44
288,Funadhoo,MV,2020-02-23 09:53:16,6.15,73.27,83.05,79,96,18.23,overcast clouds,0.38,1.44
289,Imbituba,BR,2020-02-23 09:53:16,-28.24,-48.67,62.6,100,0,5.82,clear sky,0.38,1.44
290,Rocha,UY,2020-02-23 09:53:16,-34.48,-54.33,51.4,92,0,2.98,clear sky,0.38,1.44
291,Bujaru,BR,2020-02-23 09:53:16,-1.51,-48.04,75.2,94,75,4.7,broken clouds,0.38,1.44
292,Hamilton,US,2020-02-23 09:53:16,39.18,-84.53,34.0,79,1,3.36,clear sky,0.38,1.44
293,Emilio Carranza,MX,2020-02-23 09:53:17,19.97,-96.61,69.03,81,82,9.06,broken clouds,0.38,1.44
294,San Patricio,MX,2020-02-23 09:53:17,19.22,-104.7,74.55,75,0,3.38,clear sky,0.38,1.44
295,Shaunavon,CA,2020-02-23 09:53:17,49.65,-108.42,19.33,81,0,9.31,clear sky,0.38,1.44
296,Antsohihy,MG,2020-02-23 09:53:17,-14.88,47.99,84.49,76,97,5.03,overcast clouds,0.38,1.44
297,Flin Flon,CA,2020-02-23 09:53:18,54.77,-101.86,28.96,93,100,8.37,overcast clouds,0.38,1.44
298,Rocky Mountain House,CA,2020-02-23 09:53:18,52.37,-114.92,12.92,73,0,3.24,clear sky,0.38,0.31
299,Kamenskoye,CA,2020-02-23 09:53:18,52.37,-114.92,12.92,73,0,3.24,clear sky,0.38,0.31
300,Acajutla,SV,2020-02-23 09:53:18,13.59,-89.83,81.48,64,0,11.39,clear sky,0.38,0.31
301,Cidreira,BR,2020-02-23 09:53:19,-30.18,-50.21,66.94,76,47,8.12,light rain,0.19,0.31
302,Narsaq,GL,2020-02-23 09:53:19,60.92,-46.05,24.8,68,100,11.41,light snow,0.19,0.31
303,Mokhsogollokh,RU,2020-02-23 09:53:19,61.47,128.92,-1.17,97,100,1.36,overcast clouds,0.19,0.31
304,Vila,PT,2020-02-23 09:50:45,42.03,-8.16,64.0,81,0,8.05,clear sky,0.19,0.31
305,Korla,CN,2020-02-23 09:53:19,41.76,86.15,46.99,50,32,4.0,scattered clouds,0.19,0.31
306,Kaihua,CN,2020-02-23 09:53:20,23.37,104.28,59.5,65,99,12.66,overcast clouds,0.19,0.31
307,Namie,JP,2020-02-23 09:53:20,37.48,141.0,41.0,100,75,19.46,light shower snow,0.19,0.31
308,Mandal,IN,2020-02-23 09:53:20,25.45,74.57,81.34,25,0,3.33,clear sky,0.19,0.31
309,Tuskegee,US,2020-02-23 09:53:20,32.42,-85.69,37.99,92,1,2.51,mist,0.19,0.31
310,Havre-Saint-Pierre,CA,2020-02-23 09:53:20,50.23,-63.6,28.4,86,90,13.87,overcast clouds,0.19,0.31
311,Mucuri,BR,2020-02-23 09:53:21,-18.09,-39.55,76.08,93,100,6.08,light rain,2.0,0.31
312,Altamira,BR,2020-02-23 09:51:48,-3.2,-52.21,73.09,99,100,2.19,overcast clouds,2.0,0.31
313,Iquique,CL,2020-02-23 09:53:21,-20.22,-70.14,71.6,68,75,3.42,broken clouds,2.0,0.31
314,Tambura,SS,2020-02-23 09:53:21,5.6,27.47,95.52,8,7,9.73,clear sky,2.0,0.31
315,Trollhattan,SE,2020-02-23 09:53:21,58.23,12.42,45.0,75,99,21.92,overcast clouds,2.0,0.31
316,Srandakan,ID,2020-02-23 09:53:22,-7.94,110.25,85.05,64,18,6.58,few clouds,2.0,0.31
317,Majene,ID,2020-02-23 09:53:22,-3.54,118.97,85.71,73,80,5.35,broken clouds,2.0,0.31
318,Lobito,AO,2020-02-23 09:53:22,-12.35,13.55,81.79,70,100,7.81,overcast clouds,2.0,0.31
319,Sao Joao Da Boa Vista,BR,2020-02-23 09:53:22,-21.97,-46.8,61.77,95,37,0.69,scattered clouds,2.0,0.31
320,Otradnaya,RU,2020-02-23 09:53:22,44.39,41.52,37.0,8,100,8.01,overcast clouds,2.0,0.31
321,Jacmel,HT,2020-02-23 09:53:23,18.23,-72.53,75.2,88,0,2.24,clear sky,2.0,0.19
322,Khasan,RU,2020-02-23 09:53:23,42.43,130.64,32.13,59,92,3.13,overcast clouds,2.0,0.19
323,Naugarzan,RU,2020-02-23 09:53:23,42.43,130.64,32.13,59,92,3.13,overcast clouds,2.0,0.19
324,Bocaranga,RU,2020-02-23 09:53:23,42.43,130.64,32.13,59,92,3.13,overcast clouds,2.0,0.19
325,Oskaloosa,US,2020-02-23 09:53:24,41.3,-92.64,37.99,92,1,6.93,clear sky,2.0,0.19
326,Westport,US,2020-02-23 09:53:06,41.14,-73.36,37.0,63,1,7.14,clear sky,2.0,0.19
327,Bonthe,SL,2020-02-23 09:53:24,7.53,-12.51,83.12,76,69,5.17,broken clouds,2.0,0.19
328,Kitimat,CA,2020-02-23 09:53:24,54.05,-128.65,33.8,80,90,13.87,overcast clouds,2.0,0.19
329,Saleaula,CA,2020-02-23 09:53:24,54.05,-128.65,33.8,80,90,13.87,overcast clouds,2.0,0.19
330,Ambon,ID,2020-02-23 09:53:25,-3.7,128.18,86.0,70,40,6.93,scattered clouds,2.0,0.19
331,Puerto Colombia,CO,2020-02-23 09:53:25,10.99,-74.95,77.0,78,94,16.11,overcast clouds,2.0,0.19
332,Hemsedal,NO,2020-02-23 09:53:25,60.86,8.55,26.01,69,0,5.01,clear sky,2.0,0.19
333,Staunton,US,2020-02-23 09:53:25,38.15,-79.07,30.0,49,1,6.91,clear sky,2.0,0.19
334,Alyangula,AU,2020-02-23 09:48:45,-13.85,136.42,86.0,79,100,3.36,overcast clouds,2.0,0.19
335,Mount Gambier,AU,2020-02-23 09:53:26,-37.83,140.77,64.4,77,34,10.29,scattered clouds,2.0,0.19
336,Brigantine,US,2020-02-23 09:53:26,39.41,-74.36,34.0,68,1,5.37,clear sky,2.0,0.19
337,Nemuro,JP,2020-02-23 09:53:26,43.32,145.57,28.4,86,75,5.82,light shower snow,2.0,0.19
338,George Town,MY,2020-02-23 09:50:17,5.41,100.34,93.2,49,20,14.99,few clouds,2.0,0.19
339,San,ML,2020-02-23 09:53:27,13.3,-4.9,85.8,9,0,16.87,clear sky,2.0,0.19
340,Meulaboh,ID,2020-02-23 09:53:27,4.14,96.13,84.99,69,11,11.21,few clouds,2.0,0.19
341,Maralal,KE,2020-02-23 09:53:27,1.1,36.7,80.15,44,44,18.92,scattered clouds,2.0,0.19
342,Teknaf,BD,2020-02-23 09:53:27,20.86,92.31,91.9,15,0,7.29,clear sky,2.0,0.19
343,Sechura,PE,2020-02-23 09:53:27,-5.56,-80.82,74.68,82,100,6.89,overcast clouds,2.0,0.19
344,Panama City,PA,2020-02-23 09:50:11,8.99,-79.52,78.01,88,98,4.7,overcast clouds,2.0,0.19
345,Maryborough,AU,2020-02-23 09:53:28,-25.53,152.7,77.0,75,100,5.93,light rain,0.25,0.19
346,Kazachinskoye,RU,2020-02-23 09:53:28,57.7,93.28,25.74,85,98,1.54,overcast clouds,0.25,0.19
347,Wanning,CN,2020-02-23 09:53:28,18.8,110.4,72.68,79,63,10.27,light rain,0.81,0.19
348,Kars,TR,2020-02-23 09:53:28,40.6,43.09,39.2,89,75,2.53,broken clouds,0.81,0.19
349,Touros,BR,2020-02-23 09:53:29,-5.2,-35.46,77.0,94,20,4.7,few clouds,0.81,0.19
350,Fengzhen,CN,2020-02-23 09:53:29,40.44,113.15,38.64,40,0,8.37,clear sky,0.81,0.19
351,Saint-Pierre,RE,2020-02-23 09:53:29,-21.34,55.48,86.0,62,46,9.17,scattered clouds,0.81,0.19
352,Peniche,PT,2020-02-23 09:53:29,39.36,-9.38,64.0,71,6,8.05,clear sky,0.81,0.19
353,Bull Savanna,JM,2020-02-23 09:53:29,17.89,-77.59,65.44,92,1,4.5,clear sky,0.81,0.19
354,Ljungby,SE,2020-02-23 09:53:29,56.83,13.94,41.0,86,75,17.22,light rain,0.81,0.19
355,Alotau,SE,2020-02-23 09:53:29,56.83,13.94,41.0,86,75,17.22,light rain,0.81,0.19
356,The Valley,AI,2020-02-23 09:50:43,18.22,-63.06,77.0,78,20,5.82,few clouds,0.81,0.19
357,Los Llanos De Aridane,ES,2020-02-23 09:53:30,28.66,-17.92,71.6,56,20,13.87,few clouds,0.81,0.19
358,Sistranda,ES,2020-02-23 09:53:30,63.73,8.83,37.4,74,75,27.51,few clouds,0.81,0.19
359,El Wasta,ES,2020-02-23 09:53:30,63.73,8.83,37.4,74,75,27.51,few clouds,0.81,0.19
360,Yulara,AU,2020-02-23 09:53:31,-25.24,130.99,96.8,5,0,13.87,clear sky,0.81,0.19
361,Palana,RU,2020-02-23 09:53:31,59.12,159.97,7.74,81,100,6.11,overcast clouds,0.81,0.19
362,Isangel,VU,2020-02-23 09:53:31,-19.55,169.27,77.0,83,20,3.36,few clouds,0.81,0.19
363,Linxia,CN,2020-02-23 09:49:23,35.6,103.21,44.65,24,100,2.24,overcast clouds,0.81,0.19
364,Porterville,US,2020-02-23 09:53:31,36.07,-119.02,50.0,81,1,1.07,clear sky,0.81,0.19
365,Miracema Do Tocantins,BR,2020-02-23 09:53:32,-9.56,-48.4,71.65,96,3,1.86,clear sky,0.81,0.19
366,Salalah,OM,2020-02-23 09:53:32,17.02,54.09,80.6,61,0,6.93,clear sky,0.81,0.19
367,Borba,BR,2020-02-23 09:53:32,-4.39,-59.59,74.35,96,100,1.5,overcast clouds,0.81,0.19
368,Alfredo Chaves,BR,2020-02-23 09:53:32,-20.64,-40.75,72.0,94,90,19.46,overcast clouds,0.81,0.19
369,Lagoa,PT,2020-02-23 09:53:32,39.05,-27.98,58.42,74,1,6.53,clear sky,0.81,0.19
370,Gorontalo,ID,2020-02-23 09:50:39,0.54,123.06,83.44,70,89,3.87,light rain,0.56,0.13
371,Carauari,BR,2020-02-23 09:53:33,-4.88,-66.9,73.22,99,100,2.13,overcast clouds,0.56,0.13
372,Sinjai,ID,2020-02-23 09:53:33,-5.12,120.25,86.11,69,75,10.49,broken clouds,0.56,0.13
373,Paradwip,ID,2020-02-23 09:53:33,-5.12,120.25,86.11,69,75,10.49,broken clouds,0.56,0.13
374,Lewiston,US,2020-02-23 09:53:34,44.1,-70.21,27.0,73,1,3.36,clear sky,0.56,0.13
375,Kirya,TZ,2020-02-23 09:53:34,-3.92,37.48,88.12,44,59,14.83,broken clouds,0.56,0.94
376,Sokoni,TZ,2020-02-23 09:53:34,-6.43,39.55,89.6,66,75,8.05,broken clouds,0.56,0.94
377,Yumen,CN,2020-02-23 09:53:34,40.28,97.2,45.21,20,0,29.89,clear sky,0.56,0.94
378,Gravdal,NO,2020-02-23 09:53:35,68.12,13.5,35.6,80,75,34.45,shower rain,0.56,0.94
379,Fort Nelson,CA,2020-02-23 09:53:35,58.81,-122.7,14.0,72,5,3.29,clear sky,0.56,0.94
380,Rambha,IN,2020-02-23 09:53:35,19.52,85.1,85.39,33,0,10.74,clear sky,0.56,0.94
381,Vanavara,RU,2020-02-23 09:53:35,60.34,102.28,24.28,88,100,8.43,overcast clouds,0.56,0.94
