City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
382,Kupang,ID,2020-02-23 09:53:36,-10.17,123.58,82.4,83,75,9.17,broken clouds,0.56,0.94
383,Uray,RU,2020-02-23 09:53:36,60.12,64.78,31.14,93,63,11.3,broken clouds,0.56,0.94
384,Matagami,CA,2020-02-23 09:53:36,49.75,-77.63,30.2,74,75,5.82,broken clouds,0.56,0.94
385,Sundumbili,ZA,2020-02-23 09:53:36,-29.13,31.4,71.6,73,75,10.29,broken clouds,0.56,0.94
386,Keti Bandar,PK,2020-02-23 09:53:36,24.14,67.45,85.48,29,0,4.18,clear sky,0.56,0.94
387,Lucena,PH,2020-02-23 09:50:18,13.93,121.62,81.0,78,51,8.01,light rain,0.31,0.94
388,Jimo,CN,2020-02-23 09:53:37,36.39,120.46,46.99,65,0,17.9,clear sky,0.31,0.94
389,Ngukurr,CN,2020-02-23 09:53:37,36.39,120.46,46.99,65,0,17.9,clear sky,0.31,0.94
390,Eston,CA,2020-02-23 09:53:37,51.15,-108.75,18.0,72,5,19.46,clear sky,0.31,0.94
391,Biltine,TD,2020-02-23 09:53:37,14.53,20.92,87.06,8,0,13.2,clear sky,0.31,0.94
392,Morales,CO,2020-02-23 09:53:38,2.76,-76.62,61.97,95,87,1.59,overcast clouds,0.31,0.94
393,Maragogi,BR,2020-02-23 09:52:10,-9.01,-35.22,80.46,80,100,8.75,light rain,2.5,0.94
394,Formoso Do Araguaia,BR,2020-02-23 09:52:10,-9.01,-35.22,80.46,80,100,8.75,light rain,2.5,0.94
395,Vao,NC,2020-02-23 09:53:38,-22.67,167.48,78.89,74,41,18.12,light rain,0.13,0.94
396,Malakal,SS,2020-02-23 09:53:38,9.53,31.66,95.22,7,1,11.18,clear sky,0.13,0.94
397,Bauchi,NG,2020-02-23 09:53:39,10.5,10.0,81.45,13,2,10.11,clear sky,0.13,0.94
398,Port Hedland,AU,2020-02-23 09:53:39,-20.32,118.57,91.4,52,97,12.75,overcast clouds,0.13,0.94
399,Airai,TL,2020-02-23 09:53:39,-8.93,125.41,74.86,86,41,2.84,light rain,2.44,0.94
400,Riberalta,BO,2020-02-23 09:53:39,-10.98,-66.1,68.0,94,75,3.96,broken clouds,2.44,0.94
401,Mitchell,US,2020-02-23 09:53:39,43.71,-98.03,33.8,69,1,9.17,clear sky,2.44,0.94
402,Srednekolymsk,RU,2020-02-23 09:53:40,67.45,153.68,-27.74,100,54,1.3,broken clouds,2.44,0.94
403,Melfort,CA,2020-02-23 09:53:40,52.87,-104.62,30.2,80,1,16.11,clear sky,2.44,0.94
404,Varkkallai,IN,2020-02-23 09:53:40,8.73,76.71,89.6,55,20,6.93,few clouds,2.44,0.94
405,Vallenar,CL,2020-02-23 09:53:40,-28.57,-70.76,55.94,90,0,1.86,clear sky,2.44,0.94
406,Chicama,PE,2020-02-23 09:53:40,-7.84,-79.15,71.6,94,75,5.82,mist,2.44,0.94
407,Whitehorse,CA,2020-02-23 09:53:41,60.72,-135.05,15.8,66,90,10.29,overcast clouds,2.44,0.94
408,Pozo Colorado,PY,2020-02-23 09:53:41,-23.49,-58.8,55.62,63,0,4.83,clear sky,2.44,0.94
409,Ardistan,PY,2020-02-23 09:53:41,-23.49,-58.8,55.62,63,0,4.83,clear sky,2.44,0.94
410,Olinda,BR,2020-02-23 09:48:49,-8.01,-34.86,78.8,88,40,4.7,light rain,2.44,0.94
411,Bahia Blanca,AR,2020-02-23 09:53:42,-38.72,-62.27,58.46,33,0,14.79,clear sky,2.44,0.94
412,Hearst,CA,2020-02-23 09:53:42,49.68,-83.67,26.24,97,100,2.84,overcast clouds,2.44,2.06
413,Vanimo,PG,2020-02-23 09:53:42,-2.67,141.3,83.46,78,0,17.81,clear sky,2.44,2.06
414,Luganville,VU,2020-02-23 09:53:42,-15.53,167.17,82.4,78,40,6.93,scattered clouds,2.44,2.06
415,Beisfjord,NO,2020-02-23 09:53:43,68.38,17.6,35.6,97,75,42.5,shower rain,2.44,2.06
416,Pangnirtung,CA,2020-02-23 09:53:43,66.15,-65.71,-35.39,96,29,2.3,scattered clouds,2.44,2.06
417,Concepcion Del Uruguay,AR,2020-02-23 09:53:43,-32.48,-58.24,57.99,90,0,5.66,clear sky,2.44,2.06
418,Moussoro,TD,2020-02-23 09:53:43,13.64,16.49,81.61,12,0,19.1,clear sky,2.44,2.06
419,Burica,TD,2020-02-23 09:53:43,13.64,16.49,81.61,12,0,19.1,clear sky,2.44,2.06
420,Lang Son,VN,2020-02-23 09:53:44,21.83,106.73,74.82,45,48,4.74,scattered clouds,2.44,2.06
421,Clarence Town,AU,2020-02-23 09:53:44,-32.58,151.78,73.0,73,90,9.17,overcast clouds,2.44,2.06
422,Puerto Leguizamo,CO,2020-02-23 09:53:44,-0.19,-74.78,73.0,99,100,3.44,moderate rain,4.19,2.06
423,Cockburn Town,TC,2020-02-23 09:53:44,21.46,-71.14,75.79,78,31,21.21,scattered clouds,4.19,2.06
424,Sinnamary,GF,2020-02-23 09:53:44,5.38,-52.95,78.91,83,100,16.8,light rain,0.31,2.06
425,Lima,PE,2020-02-23 09:53:45,-12.04,-77.03,75.2,83,75,5.82,broken clouds,0.31,2.06
426,Voh,NC,2020-02-23 09:53:45,-20.97,164.7,80.53,78,13,16.44,few clouds,0.31,2.06
427,Ngunguru,NZ,2020-02-23 09:53:45,-35.62,174.5,60.01,76,0,3.0,clear sky,0.31,2.06
428,Berdigestyakh,RU,2020-02-23 09:53:45,62.1,126.7,-4.25,98,100,3.04,overcast clouds,0.31,2.06
429,Lyubeshiv,RU,2020-02-23 09:53:45,62.1,126.7,-4.25,98,100,3.04,overcast clouds,0.31,2.06
430,Itarema,BR,2020-02-23 09:53:46,-2.92,-39.92,73.67,94,100,3.85,overcast clouds,0.31,2.06
431,Hrebinka,UA,2020-02-23 09:53:46,50.12,32.44,37.36,93,100,16.15,light rain,1.44,2.06
432,Nguiu,UA,2020-02-23 09:53:46,50.12,32.44,37.36,93,100,16.15,light rain,1.44,2.06
433,Soyo,AO,2020-02-23 09:53:46,-6.13,12.37,79.77,88,100,7.29,moderate rain,7.5,2.06
434,Bileca,BA,2020-02-23 09:53:01,42.87,18.43,55.4,37,58,3.36,broken clouds,7.5,2.06
435,Kununurra,AU,2020-02-23 09:53:47,-15.77,128.73,96.8,32,63,3.36,broken clouds,7.5,2.06
436,Cortez,US,2020-02-23 09:53:47,37.35,-108.59,35.6,93,1,4.7,clear sky,7.5,2.06
437,Santa Cruz De Tenerife,ES,2020-02-23 09:53:47,28.47,-16.25,73.0,67,97,17.22,overcast clouds,7.5,2.06
438,Pangai,TO,2020-02-23 09:53:47,-19.8,-174.35,80.29,87,0,20.78,light rain,2.0,2.06
439,Kuzhener,RU,2020-02-23 09:53:47,56.81,48.91,25.66,89,100,22.15,overcast clouds,2.0,2.06
440,Avera,US,2020-02-23 09:53:48,33.19,-82.53,36.0,100,1,1.05,clear sky,2.0,2.06
441,Galle,LK,2020-02-23 09:51:08,6.04,80.22,81.03,81,72,13.42,broken clouds,2.0,2.06
442,Poum,NC,2020-02-23 09:53:48,-20.23,164.02,80.91,76,33,16.71,scattered clouds,2.0,2.06
443,Swellendam,ZA,2020-02-23 09:53:48,-34.02,20.44,73.4,35,1,17.22,clear sky,2.0,2.06
444,Ahipara,NZ,2020-02-23 09:53:48,-35.17,173.17,60.01,85,2,20.42,clear sky,2.0,2.06
445,Vila Velha,BR,2020-02-23 09:53:49,-20.33,-40.29,72.0,94,90,19.46,light rain,2.0,2.06
446,Derzhavinsk,KZ,2020-02-23 09:53:49,51.1,66.32,24.87,88,100,2.95,overcast clouds,2.0,2.06
447,Labuan,MY,2020-02-23 09:53:49,5.28,115.24,86.0,78,75,14.99,broken clouds,2.0,2.06
448,Nikel,RU,2020-02-23 09:53:49,69.41,30.22,28.4,92,90,1.12,fog,2.0,2.06
449,Clarksburg,US,2020-02-23 09:53:49,39.28,-80.34,30.99,46,1,4.79,clear sky,2.0,2.06
450,Srisailam,IN,2020-02-23 09:53:50,16.08,78.87,86.77,29,32,8.7,scattered clouds,2.0,2.06
451,Makung,IN,2020-02-23 09:53:50,16.08,78.87,86.77,29,32,8.7,scattered clouds,2.0,2.06
452,Jinchang,CN,2020-02-23 09:53:50,38.5,102.17,45.32,22,100,4.99,overcast clouds,2.0,2.06
453,Dalbandin,PK,2020-02-23 09:53:50,28.89,64.41,75.61,25,0,7.09,clear sky,2.0,2.06
454,Buraydah,SA,2020-02-23 09:49:47,26.33,43.98,73.4,43,40,9.17,scattered clouds,2.0,2.06
455,Tilaran,CR,2020-02-23 09:53:51,10.47,-84.97,68.0,88,88,30.0,overcast clouds,2.0,2.06
456,Yabrud,SY,2020-02-23 09:53:51,33.97,36.66,48.2,93,75,3.36,mist,2.0,2.06
457,Togur,RU,2020-02-23 09:53:51,58.36,82.83,17.22,88,54,2.17,broken clouds,2.0,2.06
458,Itamarandiba,BR,2020-02-23 09:53:51,-17.86,-42.86,64.71,98,93,4.79,overcast clouds,2.0,2.06
459,Palmerston,AU,2020-02-23 09:53:52,-12.49,130.98,86.0,79,40,16.11,scattered clouds,2.0,2.06
460,Pousat,RU,2020-02-23 09:53:52,51.72,103.7,14.63,93,100,3.87,light snow,2.0,0.19
461,Pimentel,PE,2020-02-23 09:53:52,-6.84,-79.93,77.0,78,75,6.93,broken clouds,2.0,0.19
462,Tuatapere,NZ,2020-02-23 09:53:52,-46.13,167.68,57.0,84,12,7.0,few clouds,2.0,0.19
463,Longlac,NZ,2020-02-23 09:53:52,-46.13,167.68,57.0,84,12,7.0,few clouds,2.0,0.19
464,Tromso,NO,2020-02-23 09:53:53,69.65,18.96,37.4,80,75,38.03,shower rain,2.0,0.19
465,Mnogovershinnyy,RU,2020-02-23 09:53:53,53.94,139.92,-1.23,95,20,2.21,few clouds,2.0,0.19
466,Fethiye,TR,2020-02-23 09:53:53,36.62,29.12,59.0,54,20,4.7,few clouds,2.0,0.19
467,Kieta,PG,2020-02-23 09:53:53,-6.22,155.63,84.42,72,100,0.92,light rain,0.13,0.19
468,Tazmalt,DZ,2020-02-23 09:53:53,36.39,4.4,51.8,57,0,14.99,clear sky,0.13,0.19
469,Boulder,US,2020-02-23 09:53:51,40.08,-105.35,39.99,64,75,3.36,broken clouds,0.13,0.19
470,Aquiraz,BR,2020-02-23 09:53:54,-3.9,-38.39,75.99,88,75,3.36,broken clouds,0.13,0.19
471,Guanica,PR,2020-02-23 09:53:54,17.97,-66.91,77.0,89,1,3.31,clear sky,0.13,0.19
472,Semenyih,MY,2020-02-23 09:53:54,2.95,101.84,91.4,70,40,8.05,scattered clouds,0.13,0.19
473,Chupei,MY,2020-02-23 09:53:54,2.95,101.84,91.4,70,40,8.05,scattered clouds,0.13,0.19
474,Kaeo,NZ,2020-02-23 09:53:55,-35.1,173.78,60.01,85,0,18.43,clear sky,0.13,0.19
475,Mmabatho,ZA,2020-02-23 09:53:55,-25.85,25.63,82.4,51,40,6.93,scattered clouds,0.13,0.19
476,Waipawa,NZ,2020-02-23 09:53:55,-41.41,175.52,57.2,71,0,8.05,clear sky,0.13,0.19
477,Coxim,BR,2020-02-23 09:53:56,-18.51,-54.76,71.04,97,99,1.1,overcast clouds,0.13,1.0
478,Talnakh,RU,2020-02-23 09:53:56,69.49,88.4,10.4,92,75,31.32,shower snow,0.13,1.0
479,Pipar,IN,2020-02-23 09:53:56,26.39,73.54,82.04,28,0,4.92,clear sky,0.13,1.0
480,Sangin,AF,2020-02-23 09:53:56,32.07,64.84,67.21,30,37,2.84,scattered clouds,0.13,1.0
481,Belyy Yar,RU,2020-02-23 09:53:57,53.6,91.39,28.4,68,100,11.18,overcast clouds,0.13,1.0
482,General Roca,AR,2020-02-23 09:53:57,-39.03,-67.58,62.6,72,0,8.03,clear sky,0.13,1.0
483,Biak,ID,2020-02-23 09:53:57,-0.91,122.88,86.14,71,98,7.23,light rain,1.31,1.0
484,Olmos,PE,2020-02-23 09:53:57,-5.98,-79.75,60.01,90,97,1.19,overcast clouds,1.31,1.0
485,Puerto Escondido,MX,2020-02-23 09:53:57,15.85,-97.07,69.62,57,0,4.88,clear sky,1.31,1.0
486,Tabira,BR,2020-02-23 09:53:58,-7.59,-37.54,69.58,97,61,2.24,light rain,0.69,1.0
487,Rey Bouba,CM,2020-02-23 09:53:58,8.67,14.18,89.87,8,2,5.5,clear sky,0.69,1.0
488,Tadine,NC,2020-02-23 09:53:58,-21.55,167.88,76.3,80,43,11.9,scattered clouds,0.69,1.0
489,Loiza,PR,2020-02-23 09:53:58,18.43,-65.88,75.2,69,1,5.66,clear sky,0.69,1.0
490,Sisimiut,GL,2020-02-23 09:53:58,66.94,-53.67,-4.86,55,0,6.26,clear sky,0.69,1.0
491,Acuna,GL,2020-02-23 09:53:58,66.94,-53.67,-4.86,55,0,6.26,clear sky,0.69,1.0
492,Yar-Sale,RU,2020-02-23 09:53:59,66.83,70.83,28.63,88,79,21.18,broken clouds,0.69,1.0
493,Dunedin,NZ,2020-02-23 09:51:08,-45.87,170.5,59.0,69,100,1.01,overcast clouds,0.69,1.0
494,Uchiza,PE,2020-02-23 09:53:59,-8.46,-76.46,63.79,97,100,1.12,light rain,2.44,1.0
495,Finschhafen,PG,2020-02-23 09:53:59,-6.6,147.87,82.72,82,85,18.61,overcast clouds,2.44,1.0
496,Gat,IL,2020-02-23 09:49:46,31.61,34.76,64.99,55,75,1.12,broken clouds,2.44,1.0
497,Grand River South East,IL,2020-02-23 09:49:46,31.61,34.76,64.99,55,75,1.12,broken clouds,2.44,1.0
498,Miura,JP,2020-02-23 09:54:00,35.14,139.62,53.01,37,20,16.11,few clouds,2.44,0.75
499,Atambua,ID,2020-02-23 09:54:00,-9.11,124.89,80.29,82,29,5.21,light rain,1.13,0.75
500,Mehamn,NO,2020-02-23 09:54:01,71.04,27.85,24.19,82,0,5.57,clear sky,1.13,0.75
501,Suba,PH,2020-02-23 09:54:01,10.84,121.01,79.83,78,16,25.55,few clouds,1.13,0.75
502,Aguie,NE,2020-02-23 09:54:01,13.51,7.78,81.19,12,0,19.86,clear sky,1.13,0.75
503,Wamba,NG,2020-02-23 09:54:01,8.93,8.6,95.34,10,1,2.24,clear sky,1.13,0.75
504,Hovd,MN,2020-02-23 09:52:52,48.01,91.64,35.83,39,80,1.52,broken clouds,1.13,0.75
505,Umzimvubu,PL,2020-02-23 09:54:02,54.03,22.51,39.74,68,98,23.42,light snow,1.13,0.13
506,Jardim,BR,2020-02-23 09:54:02,-21.48,-56.14,59.77,70,0,0.83,clear sky,1.13,0.13
507,Shubarshi,KZ,2020-02-23 09:54:02,48.59,57.19,26.29,87,100,11.9,overcast clouds,1.13,0.13
508,Lompoc,US,2020-02-23 09:54:02,34.64,-120.46,54.0,81,90,3.36,overcast clouds,1.13,0.13
509,Yangjiang,CN,2020-02-23 09:54:03,21.85,111.97,79.0,51,22,9.46,few clouds,1.13,0.13
510,Saint-Paul,RE,2020-02-23 09:54:03,-21.01,55.27,86.0,62,99,6.93,overcast clouds,1.13,0.13
511,Denau,RE,2020-02-23 09:54:03,-21.01,55.27,86.0,62,99,6.93,overcast clouds,1.13,0.13
512,Malanje,AO,2020-02-23 09:54:03,-9.54,16.34,73.47,90,100,7.63,moderate rain,3.63,0.13
513,Noumea,NC,2020-02-23 09:54:04,-22.28,166.46,82.99,65,20,8.05,few clouds,3.63,0.13
514,Honningsvag,NO,2020-02-23 09:54:04,70.98,25.97,34.68,75,20,8.39,few clouds,3.63,0.13
515,Darhan,MN,2020-02-23 09:54:04,49.49,105.92,18.86,92,46,3.83,scattered clouds,3.63,0.13
516,Jiddah,MN,2020-02-23 09:54:04,49.49,105.92,18.86,92,46,3.83,scattered clouds,3.63,0.13
517,Lexington,US,2020-02-23 09:54:04,37.99,-84.48,32.0,54,1,5.82,clear sky,3.63,0.13
518,Hua Hin,TH,2020-02-23 09:54:05,12.57,99.96,87.8,45,20,9.17,few clouds,3.63,0.13
519,Cochrane,CA,2020-02-23 09:52:50,51.18,-114.47,21.99,79,20,2.24,few clouds,3.63,0.13
520,Nouadhibou,MR,2020-02-23 09:54:05,20.93,-17.03,62.6,82,75,8.05,broken clouds,3.63,0.13
521,Bathsheba,BB,2020-02-23 09:54:05,13.22,-59.52,75.2,88,20,2.24,few clouds,3.63,0.13
522,Ancud,CL,2020-02-23 09:54:05,-41.87,-73.82,50.0,100,20,9.17,few clouds,3.63,0.13
523,Ozgon,CL,2020-02-23 09:54:05,-41.87,-73.82,50.0,100,20,9.17,few clouds,3.63,0.13
524,Krutinka,RU,2020-02-23 09:54:06,56.01,71.51,16.45,88,23,1.54,few clouds,3.63,0.13
525,Sheridan,US,2020-02-23 09:51:16,44.83,-106.92,28.4,57,1,1.54,clear sky,3.63,0.13
526,Kant,IN,2020-02-23 09:54:06,27.8,79.8,80.22,41,7,1.79,clear sky,3.63,0.13
527,San Jose,US,2020-02-23 09:51:56,37.34,-121.89,52.0,87,1,2.75,clear sky,3.63,0.13
528,Jiran,IN,2020-02-23 09:54:07,24.32,74.88,83.71,23,0,4.59,clear sky,3.63,0.13
529,Kambove,CD,2020-02-23 09:54:07,-10.88,26.6,74.7,88,100,3.36,light rain,2.94,0.13
530,Sinjar,IQ,2020-02-23 09:54:07,36.32,41.88,55.99,64,0,3.98,clear sky,2.94,0.13
531,Adrar,MR,2020-02-23 09:54:07,20.5,-10.07,79.56,11,70,20.15,broken clouds,2.94,0.13
532,Sumbawa,MR,2020-02-23 09:54:07,20.5,-10.07,79.56,11,70,20.15,broken clouds,2.94,0.13
533,Sao Joao Da Barra,BR,2020-02-23 09:54:08,-21.64,-41.05,71.6,83,75,9.17,broken clouds,2.94,0.13
534,Araouane,ML,2020-02-23 09:54:08,18.9,-3.53,81.75,8,53,13.33,broken clouds,2.94,0.13
535,Hazorasp,UZ,2020-02-23 09:54:08,41.32,61.07,51.8,53,71,11.41,broken clouds,2.94,0.13
536,Kimberley,ZA,2020-02-23 09:54:08,-28.73,24.76,75.2,53,0,10.29,clear sky,2.94,0.13
537,Burnie,AU,2020-02-23 09:54:09,-41.07,145.92,63.0,87,3,1.01,clear sky,2.94,0.13
538,Quang Ngai,VN,2020-02-23 09:54:09,15.12,108.8,73.99,73,0,16.49,clear sky,2.94,0.13
539,Aswan,EG,2020-02-23 09:54:09,24.09,32.91,67.46,25,100,10.0,overcast clouds,2.94,0.13
540,Jingdezhen,CN,2020-02-23 09:54:09,29.29,117.21,63.91,71,33,3.69,scattered clouds,2.94,0.13
541,Beloha,MG,2020-02-23 09:54:09,-25.17,45.05,89.6,52,100,10.38,light rain,0.13,0.13
542,Masindi,UG,2020-02-23 09:54:09,1.67,31.71,88.54,36,100,8.63,overcast clouds,0.13,0.13
543,Barabai,ID,2020-02-23 09:54:10,-2.58,115.38,87.57,65,100,3.65,light rain,1.44,0.13
544,Newry,GB,2020-02-23 09:54:10,54.18,-6.34,41.0,93,20,14.99,few clouds,1.44,0.13
545,Balkanabat,TM,2020-02-23 09:54:10,39.51,54.37,55.24,52,0,2.48,clear sky,1.44,0.13
546,Bubaque,GW,2020-02-23 09:54:10,11.28,-15.83,76.57,54,41,11.61,scattered clouds,1.44,0.13
547,Gardez,AF,2020-02-23 09:54:11,33.6,69.23,41.16,49,0,2.55,clear sky,1.44,0.13
548,Mackay,AU,2020-02-23 09:54:11,-21.15,149.2,77.0,94,75,3.36,broken clouds,1.44,0.13
549,Weyburn,CA,2020-02-23 09:54:11,49.67,-103.85,26.01,81,20,15.01,few clouds,1.44,0.13
550,Deyang,CN,2020-02-23 09:54:12,31.13,104.38,61.0,55,89,4.32,overcast clouds,1.44,0.13
551,Vsevolodo-Vilva,CN,2020-02-23 09:54:12,31.13,104.38,61.0,55,89,4.32,overcast clouds,1.44,0.13
552,Orlik,RU,2020-02-23 09:54:12,52.52,99.83,12.76,82,100,2.06,overcast clouds,1.44,0.13
553,Thurso,GB,2020-02-23 09:54:12,58.59,-3.53,37.4,76,17,18.34,few clouds,1.44,0.13
554,Emba,KZ,2020-02-23 09:54:12,48.83,58.14,23.95,91,100,10.13,overcast clouds,1.44,0.13
555,Almenara,BR,2020-02-23 09:54:13,-16.18,-40.69,72.66,99,100,1.9,moderate rain,5.0,0.13
556,Kishi,NG,2020-02-23 09:54:13,9.08,3.85,87.93,11,8,9.69,clear sky,5.0,0.13
557,Jining,CN,2020-02-23 09:53:07,35.41,116.58,62.22,37,0,12.44,clear sky,5.0,0.13
558,Roald,NO,2020-02-23 09:54:13,62.58,6.13,39.2,51,75,16.11,broken clouds,5.0,0.13
559,San Vicente,AR,2020-02-23 09:54:13,-26.62,-54.13,52.14,75,100,3.74,overcast clouds,5.0,0.13
560,Inhambane,MZ,2020-02-23 09:54:14,-23.86,35.38,91.4,59,75,6.93,broken clouds,5.0,0.13
561,Tarauaca,BR,2020-02-23 09:54:14,-8.16,-70.77,68.38,97,100,3.58,overcast clouds,5.0,0.13
562,Bedford,GB,2020-02-23 09:54:14,52.13,-0.47,55.99,93,75,21.92,broken clouds,5.0,0.13
563,Mildura,AU,2020-02-23 09:54:14,-34.2,142.15,86.0,33,90,12.75,overcast clouds,5.0,0.13
564,Villa Carlos Paz,AR,2020-02-23 09:54:14,-31.42,-64.5,60.01,93,43,5.82,scattered clouds,5.0,0.13
565,Necochea,AR,2020-02-23 09:54:15,-38.55,-58.74,50.0,97,0,3.0,clear sky,5.0,0.13
566,Berdyuzhye,AR,2020-02-23 09:54:15,-38.55,-58.74,50.0,97,0,3.0,clear sky,5.0,0.13
567,Yeniseysk,RU,2020-02-23 09:54:15,58.45,92.17,27.41,88,100,2.15,overcast clouds,5.0,0.13
568,Belmonte,BR,2020-02-23 09:54:15,-15.86,-38.88,77.0,88,40,2.24,scattered clouds,5.0,0.13
569,Heviz,HU,2020-02-23 09:54:15,46.79,17.18,48.2,70,100,2.24,overcast clouds,5.0,0.13
570,Lakhdenpokhya,RU,2020-02-23 09:52:40,61.52,30.2,37.99,72,100,13.76,overcast clouds,5.0,0.13
571,Denpasar,ID,2020-02-23 09:54:16,-8.65,115.22,87.8,79,20,8.05,few clouds,5.0,0.13
572,Kontagora,NG,2020-02-23 09:54:16,10.4,5.47,88.95,9,0,11.99,clear sky,5.0,0.13
573,Anzio,IT,2020-02-23 09:54:16,41.49,12.62,61.0,76,0,3.36,clear sky,5.0,0.13
574,Sabang,ID,2020-02-23 09:54:16,5.89,95.32,82.67,77,94,22.1,overcast clouds,5.0,0.13
575,Chapais,CA,2020-02-23 09:54:17,49.78,-74.85,28.4,74,75,9.17,broken clouds,5.0,0.13
576,Kargasok,RU,2020-02-23 09:54:17,59.06,80.86,12.0,87,0,0.38,clear sky,5.0,0.13
